,name,id,team,position,mean_points,mean_minutes,mean_goals_scored,mean_assists,mean_clean_sheets,mean_goals_conceded,mean_own_goals,mean_saves,mean_bonus,mean_bps,mean_influence,mean_creativity,mean_threat,mean_ict,mean_xg,mean_xa,mean_xgi,mean_xgc,mean_opp_att,mean_opp_def,latest_points
0,Granit Xhaka,3,Arsenal,MID,2.8,71.8,0.0,0.2,0.4,0.6,0.0,0.0,0.0,12.6,13.959999999999999,15.079999999999998,12.2,4.119999999999999,0.036000000000000004,0.078,0.11399999999999999,0.58,1136.0,1123.0,2
0,Granit Xhaka,3,Arsenal,MID,2.6,75.0,0.0,0.2,0.4,0.6,0.0,0.0,0.0,12.0,15.040000000000001,17.5,16.0,4.859999999999999,0.09,0.072,0.16199999999999998,0.718,1176.0,1146.0,3
0,Granit Xhaka,3,Arsenal,MID,2.6,75.0,0.0,0.2,0.4,0.6,0.0,0.0,0.0,12.6,15.639999999999997,20.4,12.2,4.839999999999999,0.094,0.096,0.19,0.968,1166.0,1152.0,5
0,Granit Xhaka,3,Arsenal,MID,3.4,90.0,0.0,0.4,0.4,1.0,0.0,0.0,0.0,16.8,22.68,30.379999999999995,14.2,6.739999999999999,0.094,0.24,0.33399999999999996,1.034,1190.0,1184.0,2
0,Granit Xhaka,3,Arsenal,MID,2.8,90.0,0.0,0.2,0.4,1.0,0.0,0.0,0.0,14.4,17.24,29.419999999999998,12.2,5.9,0.10400000000000001,0.24000000000000005,0.344,1.152,1174.0,1170.0,2
0,Granit Xhaka,3,Arsenal,MID,2.8,88.0,0.0,0.2,0.4,0.8,0.0,0.0,0.0,15.2,17.36,33.96,14.2,6.58,0.10800000000000001,0.24000000000000005,0.348,1.3679999999999999,1178.0,1170.0,2
0,Granit Xhaka,3,Arsenal,MID,2.8,86.4,0.0,0.2,0.2,1.4,0.0,0.0,0.0,15.4,16.720000000000002,27.139999999999997,8.4,5.24,0.055999999999999994,0.22400000000000003,0.27999999999999997,1.494,1186.0,1202.0,2
0,Granit Xhaka,3,Arsenal,MID,2.6,84.0,0.0,0.2,0.0,1.8,0.0,0.0,0.0,13.0,12.88,24.080000000000002,9.4,4.640000000000001,0.05,0.19799999999999998,0.24800000000000005,1.266,1172.0,1182.0,3
0,Granit Xhaka,3,Arsenal,MID,2.2,84.0,0.0,0.0,0.2,1.4,0.0,0.0,0.0,11.0,7.6,17.619999999999997,8.2,3.3600000000000003,0.05,0.07,0.12,1.204,1141.0,1178.0,3
0,Granit Xhaka,3,Arsenal,MID,2.4,80.2,0.0,0.0,0.4,1.2,0.0,0.0,0.0,11.8,7.76,13.36,5.6,2.6799999999999997,0.026000000000000002,0.061999999999999986,0.088,1.02,1147.0,1188.0,1
0,Granit Xhaka,3,Arsenal,MID,2.2,65.4,0.0,0.0,0.4,1.0,0.0,0.0,0.0,9.4,4.8,6.380000000000001,4.0,1.52,0.022,0.046,0.068,0.5740000000000001,1137.0,1164.0,3
0,Granit Xhaka,3,Arsenal,MID,2.4,67.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,10.6,6.2,8.680000000000001,7.4,2.2399999999999998,0.038,0.042,0.08,0.4,1083.0,1112.0,9
0,Granit Xhaka,3,Arsenal,MID,3.8,69.4,0.2,0.0,0.6,0.2,0.0,0.0,0.4,15.6,14.040000000000001,11.26,12.4,3.78,0.10600000000000001,0.05,0.156,0.44000000000000006,1091.0,1116.0,9
0,Granit Xhaka,3,Arsenal,MID,5.0,68.4,0.4,0.0,0.4,0.4,0.0,0.0,0.8,19.6,20.72,11.72,15.4,4.779999999999999,0.136,0.08399999999999999,0.22000000000000003,0.592,1093.0,1100.0,1
0,Mohamed Elneny,4,Arsenal,MID,0.4,18.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3.0,0.8400000000000001,0.76,0.0,0.16,0.0,0.008,0.008,0.16599999999999998,1076.0,1100.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.4,18.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3.0,0.8400000000000001,0.76,0.0,0.16,0.0,0.008,0.008,0.16599999999999998,1082.0,1121.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.4,18.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3.0,0.8400000000000001,0.76,0.0,0.16,0.0,0.008,0.008,0.16599999999999998,1080.0,1123.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.4,18.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3.0,0.8400000000000001,0.76,0.0,0.16,0.0,0.008,0.008,0.16599999999999998,1118.0,1159.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.0,1191.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.0,1191.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1170.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1165.0,1
0,Mohamed Elneny,4,Arsenal,MID,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.3,0.0,0.04,0.0,0.0,0.0,0.0,1136.0,1147.0,1
0,Mohamed Elneny,4,Arsenal,MID,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.3,0.0,0.04,0.0,0.0,0.0,0.0,1106.0,1099.0,1
0,Mohamed Elneny,4,Arsenal,MID,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.3,0.0,0.04,0.0,0.0,0.0,0.0,1122.0,1095.0,1
0,Mohamed Elneny,4,Arsenal,MID,0.8,4.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.4,0.08,0.32,0.0,0.06000000000000001,0.0,0.0,0.0,0.092,1136.0,1123.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.8,4.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.4,0.08,0.32,0.0,0.06000000000000001,0.0,0.0,0.0,0.092,1176.0,1146.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.6,3.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.8,0.08,0.02,0.0,0.02,0.0,0.0,0.0,0.092,1166.0,1152.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.4,3.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.2,0.08,0.02,0.0,0.02,0.0,0.0,0.0,0.092,1190.0,1184.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.2,3.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.08,0.02,0.0,0.02,0.0,0.0,0.0,0.092,1174.0,1170.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.0,1170.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.0,1202.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.0,1182.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141.0,1178.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1188.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,1164.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1083.0,1112.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,1116.0,0
0,Mohamed Elneny,4,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,1100.0,0
0,Thomas Partey,6,Arsenal,MID,1.6,54.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,7.8,8.24,4.3,9.8,2.2399999999999998,0.098,0.012,0.11000000000000001,0.39,1076.0,1100.0,0
0,Thomas Partey,6,Arsenal,MID,1.0,36.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,4.4,3.72,1.72,7.8,1.32,0.078,0.008,0.086,0.148,1082.0,1121.0,3
0,Thomas Partey,6,Arsenal,MID,1.2,33.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,5.2,4.68,2.1399999999999997,0.0,0.6799999999999999,0.0,0.012,0.012,0.154,1080.0,1123.0,10
0,Thomas Partey,6,Arsenal,MID,2.6,29.8,0.2,0.0,0.2,0.2,0.0,0.0,0.6,10.4,12.76,10.66,3.0,2.6399999999999997,0.012,0.022000000000000002,0.034,0.41,1118.0,1159.0,2
0,Thomas Partey,6,Arsenal,MID,3.0,47.8,0.2,0.0,0.2,0.6,0.0,0.0,0.6,13.8,17.0,13.379999999999999,3.0,3.34,0.012,0.03200000000000001,0.044000000000000004,0.6359999999999999,1155.0,1191.0,3
0,Thomas Partey,6,Arsenal,MID,3.6,65.8,0.2,0.0,0.4,0.6,0.0,0.0,0.6,16.8,19.0,13.579999999999998,3.0,3.56,0.012,0.03200000000000001,0.044000000000000004,1.008,1154.0,1191.0,2
0,Thomas Partey,6,Arsenal,MID,4.0,83.8,0.2,0.0,0.4,0.8,0.0,0.0,0.6,19.6,21.880000000000003,16.479999999999997,3.4,4.180000000000001,0.012,0.046000000000000006,0.05800000000000001,1.142,1140.0,1170.0,9
0,Thomas Partey,6,Arsenal,MID,5.2,86.4,0.4,0.0,0.4,0.8,0.0,0.0,0.8,23.2,29.0,19.419999999999998,10.2,5.860000000000001,0.044,0.084,0.128,1.13,1140.0,1165.0,3
0,Thomas Partey,6,Arsenal,MID,3.8,90.0,0.2,0.0,0.6,0.6,0.0,0.0,0.2,18.2,20.720000000000002,10.66,9.4,4.08,0.1,0.07400000000000001,0.174,0.876,1136.0,1147.0,2
0,Thomas Partey,6,Arsenal,MID,3.8,90.0,0.2,0.0,0.8,0.2,0.0,0.0,0.2,16.6,18.96,10.580000000000002,9.4,3.900000000000001,0.1,0.06800000000000002,0.168,0.7860000000000001,1106.0,1099.0,2
0,Thomas Partey,6,Arsenal,MID,3.6,90.0,0.2,0.0,0.6,0.4,0.0,0.0,0.2,16.4,18.6,11.700000000000001,10.0,4.04,0.11000000000000001,0.08400000000000002,0.194,0.6280000000000001,1122.0,1095.0,1
0,Thomas Partey,6,Arsenal,MID,3.4,86.6,0.2,0.0,0.6,0.4,0.0,0.0,0.2,15.0,17.360000000000003,12.940000000000001,13.2,4.359999999999999,0.14200000000000002,0.07400000000000001,0.21600000000000003,0.63,1136.0,1123.0,3
0,Thomas Partey,6,Arsenal,MID,2.2,86.6,0.0,0.0,0.6,0.4,0.0,0.0,0.0,11.2,12.28,12.16,9.6,3.4200000000000004,0.12400000000000003,0.033999999999999996,0.15799999999999997,0.76,1176.0,1146.0,3
0,Thomas Partey,6,Arsenal,MID,2.2,86.6,0.0,0.0,0.6,0.4,0.0,0.0,0.0,10.8,14.48,14.860000000000003,8.6,3.8,0.08,0.04,0.12,1.0100000000000002,1166.0,1152.0,2
0,Thomas Partey,6,Arsenal,MID,2.2,86.6,0.0,0.0,0.4,0.8,0.0,0.0,0.0,12.6,14.680000000000001,15.66,10.2,4.06,0.10200000000000001,0.044,0.14600000000000002,0.9400000000000001,1190.0,1184.0,1
0,Thomas Partey,6,Arsenal,MID,2.0,80.2,0.0,0.0,0.4,0.6,0.0,0.0,0.0,11.6,16.04,15.280000000000001,11.0,4.24,0.098,0.034,0.13200000000000003,0.9920000000000002,1174.0,1170.0,3
0,Thomas Partey,6,Arsenal,MID,2.4,83.6,0.0,0.0,0.4,0.6,0.0,0.0,0.2,14.8,21.080000000000002,24.9,8.0,5.4,0.07399999999999998,0.05800000000000001,0.132,1.33,1178.0,1170.0,0
0,Thomas Partey,6,Arsenal,MID,1.8,65.6,0.0,0.0,0.2,0.6,0.0,0.0,0.2,12.4,17.0,21.36,4.8,4.32,0.06,0.052000000000000005,0.11200000000000002,1.114,1186.0,1202.0,0
0,Thomas Partey,6,Arsenal,MID,1.2,47.6,0.0,0.0,0.0,0.6,0.0,0.0,0.2,10.0,12.36,18.139999999999997,3.6,3.4200000000000004,0.036000000000000004,0.042,0.078,0.806,1172.0,1182.0,1
0,Thomas Partey,6,Arsenal,MID,1.0,30.8,0.0,0.0,0.0,0.2,0.0,0.0,0.2,7.0,9.72,14.76,2.0,2.6599999999999997,0.014000000000000002,0.034,0.048,0.74,1141.0,1178.0,1
0,Thomas Partey,6,Arsenal,MID,1.0,28.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,8.8,8.8,17.3,1.0,2.7199999999999998,0.008,0.11000000000000001,0.118,0.618,1147.0,1188.0,8
0,Thomas Partey,6,Arsenal,MID,2.0,28.2,0.2,0.0,0.0,0.4,0.0,0.0,0.2,10.0,11.879999999999999,7.5,7.8,2.7399999999999998,0.12,0.10400000000000001,0.22399999999999998,0.40800000000000003,1137.0,1164.0,3
0,Thomas Partey,6,Arsenal,MID,2.6,46.2,0.2,0.0,0.2,0.4,0.0,0.0,0.2,14.2,16.64,8.92,7.8,3.3600000000000003,0.12,0.10800000000000001,0.22799999999999998,0.576,1083.0,1112.0,2
0,Thomas Partey,6,Arsenal,MID,3.0,64.2,0.2,0.0,0.2,0.6,0.0,0.0,0.2,17.0,19.04,12.940000000000001,8.8,4.1,0.148,0.14200000000000002,0.29,0.696,1091.0,1116.0,1
0,Thomas Partey,6,Arsenal,MID,3.0,74.8,0.2,0.0,0.2,0.6,0.0,0.0,0.2,18.4,20.56,13.260000000000002,8.8,4.279999999999999,0.148,0.14400000000000002,0.292,0.75,1093.0,1100.0,2
0,Martin Ødegaard,7,Arsenal,MID,6.4,84.6,0.6,0.0,0.4,0.8,0.0,0.0,1.2,24.8,30.0,23.12,32.0,8.52,0.27999999999999997,0.172,0.45200000000000007,0.6140000000000001,1076.0,1100.0,2
0,Martin Ødegaard,7,Arsenal,MID,6.2,81.2,0.6,0.0,0.2,1.2,0.0,0.0,1.2,24.8,30.72,30.82,30.2,9.18,0.332,0.22800000000000004,0.5599999999999999,0.6220000000000001,1082.0,1121.0,0
0,Martin Ødegaard,7,Arsenal,MID,5.8,63.2,0.6,0.0,0.2,0.8,0.0,0.0,1.2,21.0,29.2,27.76,27.8,8.48,0.32599999999999996,0.21400000000000002,0.54,0.53,1080.0,1123.0,2
0,Martin Ødegaard,7,Arsenal,MID,3.0,64.4,0.2,0.0,0.0,1.0,0.0,0.0,0.6,13.4,17.0,29.120000000000005,23.0,6.92,0.22000000000000003,0.21200000000000002,0.43199999999999994,0.8200000000000001,1118.0,1159.0,4
0,Martin Ødegaard,7,Arsenal,MID,1.8,62.6,0.0,0.2,0.0,1.2,0.0,0.0,0.0,9.2,9.680000000000001,24.119999999999997,24.0,5.8,0.23600000000000004,0.21400000000000002,0.45,0.8560000000000001,1155.0,1191.0,6
0,Martin Ødegaard,7,Arsenal,MID,2.8,61.0,0.0,0.4,0.2,1.0,0.0,0.0,0.0,11.8,12.84,21.18,23.4,5.76,0.176,0.20400000000000001,0.38,1.1039999999999999,1154.0,1191.0,2
0,Martin Ødegaard,7,Arsenal,MID,2.8,62.8,0.0,0.4,0.2,0.8,0.0,0.0,0.0,14.0,13.320000000000002,20.580000000000002,22.8,5.68,0.124,0.19,0.31399999999999995,0.9879999999999999,1140.0,1170.0,10
0,Martin Ødegaard,7,Arsenal,MID,4.8,80.8,0.2,0.4,0.4,0.8,0.0,0.0,0.4,20.6,23.2,33.839999999999996,35.0,9.219999999999999,0.158,0.28600000000000003,0.44399999999999995,1.0739999999999998,1140.0,1165.0,3
0,Martin Ødegaard,7,Arsenal,MID,5.0,82.2,0.2,0.4,0.6,0.6,0.0,0.0,0.4,20.0,23.8,35.94,32.6,9.239999999999998,0.16,0.334,0.49399999999999994,0.818,1136.0,1147.0,16
0,Martin Ødegaard,7,Arsenal,MID,7.4,84.0,0.6,0.2,0.8,0.2,0.0,0.0,1.0,26.2,33.36,33.96,38.0,10.540000000000001,0.404,0.24600000000000005,0.65,0.752,1106.0,1099.0,11
0,Martin Ødegaard,7,Arsenal,MID,8.4,87.6,0.6,0.4,0.6,0.4,0.0,0.0,1.6,29.4,35.36,42.9,37.2,11.559999999999999,0.44799999999999995,0.264,0.712,0.6280000000000001,1122.0,1095.0,13
0,Martin Ødegaard,7,Arsenal,MID,10.6,88.4,0.8,0.6,0.6,0.6,0.0,0.0,2.2,34.6,45.24000000000001,43.0,40.4,12.88,0.442,0.364,0.806,0.694,1136.0,1123.0,2
0,Martin Ødegaard,7,Arsenal,MID,9.0,88.4,0.6,0.6,0.6,0.6,0.0,0.0,1.8,29.4,36.720000000000006,38.4,30.8,10.6,0.45200000000000007,0.304,0.756,0.8240000000000001,1176.0,1146.0,9
0,Martin Ødegaard,7,Arsenal,MID,10.2,89.2,0.8,0.6,0.6,0.6,0.0,0.0,2.0,33.6,43.52,39.2,33.2,11.6,0.45600000000000007,0.27599999999999997,0.732,1.074,1166.0,1152.0,5
0,Martin Ødegaard,7,Arsenal,MID,8.0,89.2,0.4,0.8,0.4,1.0,0.0,0.0,1.4,27.8,31.04,40.86,25.2,9.719999999999999,0.244,0.278,0.522,1.004,1190.0,1184.0,2
0,Martin Ødegaard,7,Arsenal,MID,6.2,86.4,0.4,0.4,0.4,1.0,0.0,0.0,0.8,22.4,24.32,32.019999999999996,19.2,7.56,0.188,0.25599999999999995,0.44399999999999995,1.1179999999999999,1174.0,1170.0,2
0,Martin Ødegaard,7,Arsenal,MID,4.0,87.2,0.2,0.2,0.4,0.8,0.0,0.0,0.2,16.0,16.68,31.679999999999996,19.2,6.76,0.2,0.13799999999999998,0.338,1.392,1178.0,1170.0,2
0,Martin Ødegaard,7,Arsenal,MID,4.0,87.2,0.2,0.2,0.2,1.4,0.0,0.0,0.2,16.2,16.08,26.02,17.8,6.0,0.176,0.124,0.3,1.518,1186.0,1202.0,8
0,Martin Ødegaard,7,Arsenal,MID,3.8,87.2,0.0,0.4,0.0,1.8,0.0,0.0,0.6,17.8,14.439999999999998,37.88,15.8,6.82,0.21600000000000003,0.21600000000000003,0.43200000000000005,1.3119999999999998,1172.0,1182.0,3
0,Martin Ødegaard,7,Arsenal,MID,3.4,85.8,0.0,0.2,0.2,1.4,0.0,0.0,0.6,16.4,14.48,41.8,11.8,6.8,0.162,0.22800000000000004,0.39,1.2499999999999998,1141.0,1178.0,8
0,Martin Ødegaard,7,Arsenal,MID,4.6,88.6,0.2,0.2,0.4,1.2,0.0,0.0,0.6,20.0,21.4,42.86,14.6,7.88,0.22200000000000003,0.21599999999999997,0.438,1.194,1147.0,1188.0,2
0,Martin Ødegaard,7,Arsenal,MID,4.6,88.6,0.2,0.2,0.4,1.4,0.0,0.0,0.6,20.4,22.8,45.760000000000005,20.8,8.940000000000001,0.31000000000000005,0.25599999999999995,0.5660000000000001,0.984,1137.0,1164.0,7
0,Martin Ødegaard,7,Arsenal,MID,5.6,88.6,0.4,0.2,0.6,0.8,0.0,0.0,0.6,23.8,30.6,48.67999999999999,24.2,10.34,0.38,0.26999999999999996,0.65,0.8099999999999999,1083.0,1112.0,2
0,Martin Ødegaard,7,Arsenal,MID,4.4,88.6,0.4,0.0,0.6,0.6,0.0,0.0,0.0,19.4,26.279999999999994,35.019999999999996,26.2,8.739999999999998,0.362,0.21000000000000002,0.5720000000000001,0.828,1091.0,1116.0,6
0,Martin Ødegaard,7,Arsenal,MID,5.0,88.8,0.4,0.2,0.4,0.8,0.0,0.0,0.2,23.6,30.560000000000002,33.64,25.4,8.959999999999999,0.332,0.246,0.5780000000000001,0.9800000000000001,1093.0,1100.0,2
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.0,1100.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.0,1121.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1123.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.0,1159.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.0,1191.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.0,1191.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1170.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1165.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,1147.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,1099.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,1095.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,1123.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.0,1146.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.0,1152.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,1184.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.0,1170.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.0,1170.0,0
0,Nicolas Pépé,9,Arsenal,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.0,1202.0,0
